Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Mike Hollis,PK,29.166,2001-11-04,NFL,JAX,@,TEN,L 24-28,7,8,Sun,3,3,100.0,1,1,100.0,,,0,6,hollimik01
Rian Lindell,K,24.288,2001-11-04,NFL,SEA,@,WAS,L 14-27,7,8,Sun,2,2,100.0,,,,,,0,2,linderia01
Ryan Longwell,K,27.080,2001-11-04,NFL,GNB,,TAM,W 21-20,7,8,Sun,3,3,100.0,,1,0.0,,,0,3,longwrya01
Olindo Mare,K,28.151,2001-11-04,NFL,MIA,,CAR,W 23-6,7,8,Sun,2,2,100.0,3,3,100.0,,,0,11,marexoli01
Joe Nedney,K,28.227,2001-11-04,NFL,TEN,,JAX,W 28-24,7,8,Sun,4,4,100.0,,2,0.0,,,0,4,nednejoe01
Todd Peterson,PK,31.273,2001-11-04,NFL,KAN,@,SDG,W 25-20,8,8,Sun,1,2,50.0,2,2,100.0,,,0,7,petertod01
Wade Richey,K,25.169,2001-11-04,NFL,SDG,,KAN,L 20-25,8,8,Sun,2,2,100.0,2,3,66.7,,,0,8,richewad01
Tim Seder,K,27.048,2001-11-04,NFL,DAL,@,NYG,L 24-27,7,8,Sun,3,3,100.0,1,3,33.3,,,0,6,sedertim01
Matt Stover,K,33.281,2001-11-04,NFL,BAL,@,PIT,W 13-10,8,8,Sun,1,1,100.0,2,2,100.0,,,0,7,stovemat01
Mike Vanderjagt,K,31.225,2001-11-04,NFL,IND,@,BUF,W 30-14,7,8,Sun,3,3,100.0,3,3,100.0,,,0,12,vandemik01
Adam Vinatieri,K,28.311,2001-11-04,NFL,NWE,@,ATL,W 24-10,8,8,Sun,3,3,100.0,1,1,100.0,,,0,6,vinatada01
Sebastian Janikowski,K,23.248,2001-11-05,NFL,OAK,,DEN,W 38-28,7,8,Mon,5,5,100.0,1,1,100.0,,,0,8,janikseb01
David Akers,K,26.337,2001-11-11,NFL,PHI,,MIN,W 48-17,8,9,Sun,6,6,100.0,2,2,100.0,,,0,12,akersdav01
Morten Andersen*,K,41.084,2001-11-11,NFL,NYG,@,ARI,W 17-10,9,9,Sun,2,2,100.0,1,2,50.0,,,0,5,andermor01
Gary Anderson,K,42.118,2001-11-11,NFL,MIN,@,PHI,L 17-48,8,9,Sun,2,2,100.0,1,1,100.0,,,0,5,andergar02
John Carney,K,37.205,2001-11-11,NFL,NOR,@,SFO,L 27-28,8,9,Sun,1,1,100.0,4,4,100.0,,,0,13,carnejoh01
Jose Cortez,K,26.168,2001-11-11,NFL,SFO,,NOR,W 28-27,8,9,Sun,4,4,100.0,,,,,,0,4,cortejos01
Phil Dawson,PK,26.292,2001-11-11,NFL,CLE,,PIT,L 12-15,8,9,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Jason Elam,K,31.248,2001-11-11,NFL,DEN,,SDG,W 26-16,9,9,Sun,2,2,100.0,4,4,100.0,,,0,14,elamxjas01
Jay Feely,K,25.172,2001-11-11,NFL,ATL,,DAL,W 20-13,8,9,Sun,2,2,100.0,2,3,66.7,,,0,8,feelyjay01
Bill Gramatica,K,23.124,2001-11-11,NFL,ARI,,NYG,L 10-17,8,9,Sun,1,1,100.0,1,1,100.0,,,0,4,gramabil01
Martin Gramatica,K,25.349,2001-11-11,NFL,TAM,@,DET,W 20-17,8,9,Sun,2,2,100.0,2,2,100.0,,,0,8,gramamar01
John Hall,K,27.239,2001-11-11,NFL,NYJ,,KAN,W 27-7,9,9,Sun,3,3,100.0,2,2,100.0,,,0,9,hallxjoh01
Jason Hanson,K,31.147,2001-11-11,NFL,DET,,TAM,L 17-20,8,9,Sun,2,2,100.0,1,1,100.0,,,0,5,hansojas01
Mike Hollis,PK,29.173,2001-11-11,NFL,JAX,,CIN,W 30-13,8,9,Sun,4,4,100.0,,,,,,0,4,hollimik01
Sebastian Janikowski,K,23.254,2001-11-11,NFL,OAK,@,SEA,L 27-34,8,9,Sun,3,3,100.0,2,2,100.0,,,0,9,janikseb01
John Kasay,K,32.015,2001-11-11,NFL,CAR,@,STL,L 14-48,9,9,Sun,2,2,100.0,,1,0.0,,,0,2,kasayjoh01
Rian Lindell,K,24.295,2001-11-11,NFL,SEA,,OAK,W 34-27,8,9,Sun,4,4,100.0,2,2,100.0,,,0,10,linderia01
Ryan Longwell,K,27.087,2001-11-11,NFL,GNB,@,CHI,W 20-12,8,9,Sun,2,2,100.0,2,2,100.0,,,0,8,longwrya01
Olindo Mare,K,28.158,2001-11-11,NFL,MIA,@,IND,W 27-24,8,9,Sun,3,3,100.0,2,2,100.0,,,0,9,marexoli01
Todd Peterson,PK,31.280,2001-11-11,NFL,KAN,@,NYJ,L 7-27,9,9,Sun,1,1,100.0,,,,,,0,1,petertod01
Neil Rackers,PK,25.087,2001-11-11,NFL,CIN,@,JAX,L 13-30,8,9,Sun,1,1,100.0,2,2,100.0,,,0,7,rackenei01
Wade Richey,K,25.176,2001-11-11,NFL,SDG,@,DEN,L 16-26,9,9,Sun,1,1,100.0,1,1,100.0,,,0,4,richewad01
Tim Seder,K,27.055,2001-11-11,NFL,DAL,@,ATL,L 13-20,8,9,Sun,1,1,100.0,2,2,100.0,,,0,7,sedertim01
Mike Vanderjagt,K,31.232,2001-11-11,NFL,IND,,MIA,L 24-27,8,9,Sun,3,3,100.0,1,1,100.0,,,0,6,vandemik01
Adam Vinatieri,K,28.318,2001-11-11,NFL,NWE,,BUF,W 21-11,9,9,Sun,3,3,100.0,,2,0.0,,,0,3,vinatada01
Jeff Wilkins,K,29.206,2001-11-11,NFL,STL,,CAR,W 48-14,8,9,Sun,6,6,100.0,2,2,100.0,,,0,12,wilkijef01
Joe Nedney,K,28.235,2001-11-12,NFL,TEN,,BAL,L 10-16,8,9,Mon,1,1,100.0,1,2,50.0,,,0,4,nednejoe01
Matt Stover,K,33.289,2001-11-12,NFL,BAL,@,TEN,W 16-10,9,9,Mon,1,1,100.0,3,3,100.0,,,0,10,stovemat01
David Akers,K,26.344,2001-11-18,NFL,PHI,@,DAL,W 36-3,9,10,Sun,3,3,100.0,5,5,100.0,,,0,18,akersdav01
Jake Arians,PK,23.296,2001-11-18,NFL,BUF,,SEA,L 20-23,9,10,Sun,2,2,100.0,2,3,66.7,,,0,8,arianjak01
Kris Brown,PK,24.330,2001-11-18,NFL,PIT,,JAX,W 20-7,9,10,Sun,2,2,100.0,2,2,100.0,,,0,8,brownkri01
John Carney,K,37.212,2001-11-18,NFL,NOR,,IND,W 34-20,9,10,Sun,4,4,100.0,2,2,100.0,,,0,10,carnejoh01
Brett Conway,K,26.255,2001-11-18,NFL,WAS,@,DEN,W 17-10,9,10,Sun,2,2,100.0,1,1,100.0,,,0,5,conwabre01
Jose Cortez,K,26.175,2001-11-18,NFL,SFO,@,CAR,W 25-22,9,10,Sun,2,2,100.0,1,1,100.0,,,0,5,cortejos01
Phil Dawson,PK,26.299,2001-11-18,NFL,CLE,@,BAL,W 27-17,9,10,Sun,3,3,100.0,2,2,100.0,,,0,9,dawsophi01
Paul Edinger,K,23.305,2001-11-18,NFL,CHI,@,TAM,W 27-24,9,10,Sun,3,3,100.0,2,2,100.0,,,0,9,edingpau01
Jason Elam,K,31.255,2001-11-18,NFL,DEN,,WAS,L 10-17,10,10,Sun,1,1,100.0,1,1,100.0,,,0,4,elamxjas01
Jay Feely,K,25.179,2001-11-18,NFL,ATL,@,GNB,W 23-20,9,10,Sun,2,2,100.0,3,3,100.0,,,0,11,feelyjay01
Bill Gramatica,K,23.131,2001-11-18,NFL,ARI,,DET,W 45-38,9,10,Sun,6,6,100.0,1,1,100.0,,,0,9,gramabil01
Martin Gramatica,K,25.356,2001-11-18,NFL,TAM,,CHI,L 24-27,9,10,Sun,1,1,100.0,3,4,75.0,,,0,10,gramamar01
John Hall,K,27.246,2001-11-18,NFL,NYJ,@,MIA,W 24-0,10,10,Sun,3,3,100.0,1,1,100.0,,,0,6,hallxjoh01
Jason Hanson,K,31.154,2001-11-18,NFL,DET,@,ARI,L 38-45,9,10,Sun,5,5,100.0,1,1,100.0,,,0,8,hansojas01
Mike Hollis,PK,29.180,2001-11-18,NFL,JAX,@,PIT,L 7-20,9,10,Sun,1,1,100.0,,1,0.0,,,0,1,hollimik01
Sebastian Janikowski,K,23.261,2001-11-18,NFL,OAK,,SDG,W 34-24,9,10,Sun,4,4,100.0,2,2,100.0,,,0,10,janikseb01
John Kasay,K,32.022,2001-11-18,NFL,CAR,,SFO,L 22-25,10,10,Sun,1,1,100.0,3,3,100.0,,,0,10,kasayjoh01
Rian Lindell,K,24.302,2001-11-18,NFL,SEA,@,BUF,W 23-20,9,10,Sun,2,2,100.0,3,3,100.0,,,0,11,linderia01
Ryan Longwell,K,27.094,2001-11-18,NFL,GNB,,ATL,L 20-23,9,10,Sun,2,2,100.0,2,2,100.0,,,0,8,longwrya01
Joe Nedney,K,28.241,2001-11-18,NFL,TEN,@,CIN,W 20-7,9,10,Sun,2,2,100.0,2,2,100.0,,,0,8,nednejoe01
Neil Rackers,PK,25.094,2001-11-18,NFL,CIN,,TEN,L 7-20,9,10,Sun,1,1,100.0,,,,,,0,1,rackenei01
Wade Richey,K,25.183,2001-11-18,NFL,SDG,@,OAK,L 24-34,10,10,Sun,3,3,100.0,1,1,100.0,,,0,6,richewad01
Matt Stover,K,33.295,2001-11-18,NFL,BAL,,CLE,L 17-27,10,10,Sun,2,2,100.0,1,1,100.0,,,0,5,stovemat01
Mike Vanderjagt,K,31.239,2001-11-18,NFL,IND,@,NOR,L 20-34,9,10,Sun,2,2,100.0,2,2,100.0,,,0,8,vandemik01
Adam Vinatieri,K,28.325,2001-11-18,NFL,NWE,,STL,L 17-24,10,10,Sun,2,2,100.0,1,1,100.0,,,0,5,vinatada01
Jeff Wilkins,K,29.213,2001-11-18,NFL,STL,@,NWE,W 24-17,9,10,Sun,3,3,100.0,1,2,50.0,,,0,6,wilkijef01
Morten Andersen*,K,41.092,2001-11-19,NFL,NYG,@,MIN,L 16-28,10,10,Mon,1,1,100.0,3,4,75.0,,,0,10,andermor01
Gary Anderson,K,42.126,2001-11-19,NFL,MIN,,NYG,W 28-16,9,10,Mon,4,4,100.0,,,,,,0,4,andergar02
Jason Elam,K,31.259,2001-11-22,NFL,DEN,@,DAL,W 26-24,11,11,Thu,2,2,100.0,4,4,100.0,,,0,14,elamxjas01
Jason Hanson,K,31.158,2001-11-22,NFL,DET,,GNB,L 27-29,10,11,Thu,1,1,100.0,2,2,100.0,,,0,7,hansojas01
Jon Hilbert,K,26.130,2001-11-22,NFL,DAL,,DEN,L 24-26,10,11,Thu,3,3,100.0,1,1,100.0,,,0,6,hilbejon01
Ryan Longwell,K,27.098,2001-11-22,NFL,GNB,@,DET,W 29-27,10,11,Thu,3,3,100.0,2,2,100.0,,,0,9,longwrya01
Morten Andersen*,K,41.098,2001-11-25,NFL,NYG,,OAK,L 10-28,11,11,Sun,1,1,100.0,1,1,100.0,,,0,4,andermor01
Jake Arians,K,23.303,2001-11-25,NFL,BUF,,MIA,L 27-34,10,11,Sun,3,4,75.0,,,,,,0,3,arianjak01
Kris Brown,PK,24.337,2001-11-25,NFL,PIT,@,TEN,W 34-24,10,11,Sun,4,4,100.0,2,3,66.7,,,0,10,brownkri01
John Carney,K,37.219,2001-11-25,NFL,NOR,@,NWE,L 17-34,10,11,Sun,2,2,100.0,1,3,33.3,,,0,5,carnejoh01
Brett Conway,K,26.262,2001-11-25,NFL,WAS,@,PHI,W 13-3,10,11,Sun,1,1,100.0,2,3,66.7,,,0,7,conwabre01
Jose Cortez,K,26.182,2001-11-25,NFL,SFO,@,IND,W 40-21,10,11,Sun,4,4,100.0,2,2,100.0,,,0,10,cortejos01
Phil Dawson,PK,26.306,2001-11-25,NFL,CLE,,CIN,W 18-0,10,11,Sun,,1,0.0,4,4,100.0,,,0,12,dawsophi01
Paul Edinger,K,23.312,2001-11-25,NFL,CHI,@,MIN,W 13-6,10,11,Sun,1,1,100.0,2,2,100.0,,,0,7,edingpau01
Jay Feely,K,25.186,2001-11-25,NFL,ATL,@,CAR,W 10-7,10,11,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Bill Gramatica,K,23.138,2001-11-25,NFL,ARI,@,SDG,W 20-17,10,11,Sun,2,2,100.0,2,2,100.0,,,0,8,gramabil01
Mike Hollis,PK,29.187,2001-11-25,NFL,JAX,,BAL,L 21-24,10,11,Sun,3,3,100.0,,1,0.0,,,0,3,hollimik01
Sebastian Janikowski,K,23.268,2001-11-25,NFL,OAK,@,NYG,W 28-10,10,11,Sun,4,4,100.0,,,,,,0,4,janikseb01
John Kasay,K,32.029,2001-11-25,NFL,CAR,,ATL,L 7-10,11,11,Sun,1,1,100.0,,,,,,0,1,kasayjoh01
Rian Lindell,K,24.309,2001-11-25,NFL,SEA,@,KAN,L 7-19,10,11,Sun,1,1,100.0,,1,0.0,,,0,1,linderia01
Olindo Mare,K,28.172,2001-11-25,NFL,MIA,@,BUF,W 34-27,10,11,Sun,4,4,100.0,2,2,100.0,,,0,10,marexoli01
Joe Nedney,K,28.248,2001-11-25,NFL,TEN,,PIT,L 24-34,10,11,Sun,3,3,100.0,1,1,100.0,,,0,6,nednejoe01
Todd Peterson,PK,31.294,2001-11-25,NFL,KAN,,SEA,W 19-7,10,11,Sun,1,1,100.0,2,2,100.0,,,0,7,petertod01
Wade Richey,K,25.190,2001-11-25,NFL,SDG,,ARI,L 17-20,11,11,Sun,2,2,100.0,1,3,33.3,,,0,5,richewad01
Matt Stover,K,33.302,2001-11-25,NFL,BAL,@,JAX,W 24-21,11,11,Sun,3,3,100.0,1,2,50.0,,,0,6,stovemat01
Mike Vanderjagt,K,31.246,2001-11-25,NFL,IND,,SFO,L 21-40,10,11,Sun,3,3,100.0,,1,0.0,,,0,3,vandemik01
Adam Vinatieri,K,28.332,2001-11-25,NFL,NWE,,NOR,W 34-17,11,11,Sun,4,4,100.0,,1,0.0,,,0,4,vinatada01
Martin Gramatica,K,25.364,2001-11-26,NFL,TAM,@,STL,W 24-17,10,11,Mon,3,3,100.0,1,2,50.0,,,0,6,gramamar01
David Akers,K,26.355,2001-11-29,NFL,PHI,@,KAN,W 23-10,11,12,Thu,2,2,100.0,3,3,100.0,,,0,11,akersdav01
Todd Peterson,PK,31.298,2001-11-29,NFL,KAN,,PHI,L 10-23,11,12,Thu,1,1,100.0,1,1,100.0,,,0,4,petertod01
Gary Anderson,K,42.139,2001-12-02,NFL,MIN,@,PIT,L 16-21,11,12,Sun,1,1,100.0,1,2,50.0,,,0,4,andergar02
Kris Brown,PK,24.344,2001-12-02,NFL,PIT,,MIN,W 21-16,11,12,Sun,3,3,100.0,,1,0.0,,,0,3,brownkri01
John Carney,K,37.226,2001-12-02,NFL,NOR,,CAR,W 27-23,11,12,Sun,3,3,100.0,2,2,100.0,,,0,9,carnejoh01
Steve Christie,K,34.019,2001-12-02,NFL,SDG,@,SEA,L 10-13,12,12,Sun,1,1,100.0,1,1,100.0,,,0,4,chrisste01
Brett Conway,K,26.269,2001-12-02,NFL,WAS,,DAL,L 14-20,11,12,Sun,2,2,100.0,,,,,,0,2,conwabre01
Jose Cortez,K,26.189,2001-12-02,NFL,SFO,,BUF,W 35-0,11,12,Sun,5,5,100.0,,2,0.0,,,0,5,cortejos01
Phil Dawson,PK,26.313,2001-12-02,NFL,CLE,,TEN,L 15-31,11,12,Sun,1,1,100.0,,,,,,0,1,dawsophi01
Paul Edinger,K,23.319,2001-12-02,NFL,CHI,,DET,W 13-10,11,12,Sun,1,1,100.0,2,3,66.7,,,0,7,edingpau01
Jason Elam,K,31.269,2001-12-02,NFL,DEN,@,MIA,L 10-21,12,12,Sun,1,1,100.0,1,1,100.0,,,0,4,elamxjas01
Bill Gramatica,K,23.145,2001-12-02,NFL,ARI,@,OAK,W 34-31,11,12,Sun,2,2,100.0,4,5,80.0,,,0,14,gramabil01
Martin Gramatica,K,26.005,2001-12-02,NFL,TAM,@,CIN,W 16-13,11,12,Sun,1,1,100.0,3,5,60.0,,,0,10,gramamar01
John Hall,K,27.260,2001-12-02,NFL,NYJ,,NWE,L 16-17,11,12,Sun,1,1,100.0,3,3,100.0,,,0,10,hallxjoh01
Jason Hanson,K,31.168,2001-12-02,NFL,DET,@,CHI,L 10-13,11,12,Sun,1,1,100.0,1,4,25.0,,,0,4,hansojas01
Jon Hilbert,K,26.140,2001-12-02,NFL,DAL,@,WAS,W 20-14,11,12,Sun,2,2,100.0,2,3,66.7,,,0,8,hilbejon01
Sebastian Janikowski,K,23.275,2001-12-02,NFL,OAK,,ARI,L 31-34,11,12,Sun,4,4,100.0,1,2,50.0,,,0,7,janikseb01
John Kasay,K,32.036,2001-12-02,NFL,CAR,@,NOR,L 23-27,12,12,Sun,2,2,100.0,3,3,100.0,,,0,11,kasayjoh01
Rian Lindell,K,24.316,2001-12-02,NFL,SEA,,SDG,W 13-10,11,12,Sun,1,1,100.0,2,4,50.0,,,0,7,linderia01
Olindo Mare,K,28.179,2001-12-02,NFL,MIA,,DEN,W 21-10,11,12,Sun,3,3,100.0,,,,,,0,3,marexoli01
Joe Nedney,K,28.255,2001-12-02,NFL,TEN,@,CLE,W 31-15,11,12,Sun,4,4,100.0,1,1,100.0,,,0,7,nednejoe01
Neil Rackers,PK,25.108,2001-12-02,NFL,CIN,,TAM,L 13-16,11,12,Sun,1,1,100.0,2,2,100.0,,,0,7,rackenei01
Matt Stover,K,33.309,2001-12-02,NFL,BAL,,IND,W 39-27,12,12,Sun,3,3,100.0,4,5,80.0,,,0,15,stovemat01
Mike Vanderjagt,K,31.253,2001-12-02,NFL,IND,@,BAL,L 27-39,11,12,Sun,3,3,100.0,2,2,100.0,,,0,9,vandemik01
Adam Vinatieri,K,28.339,2001-12-02,NFL,NWE,@,NYJ,W 17-16,12,12,Sun,2,2,100.0,1,1,100.0,,,0,5,vinatada01
Jeff Wilkins,K,29.227,2001-12-02,NFL,STL,@,ATL,W 35-6,11,12,Sun,5,5,100.0,,1,0.0,,,0,5,wilkijef01
Mike Hollis,PK,29.195,2001-12-03,NFL,JAX,,GNB,L 21-28,11,12,Mon,1,1,100.0,2,3,66.7,,,0,7,hollimik01
Ryan Longwell,K,27.109,2001-12-03,NFL,GNB,@,JAX,W 28-21,11,12,Mon,4,4,100.0,,2,0.0,,,0,4,longwrya01
David Akers,K,27.000,2001-12-09,NFL,PHI,,SDG,W 24-14,12,13,Sun,3,3,100.0,1,1,100.0,,,0,6,akersdav01
Morten Andersen*,K,41.112,2001-12-09,NFL,NYG,@,DAL,L 13-20,12,13,Sun,1,1,100.0,2,2,100.0,,,0,7,andermor01
Gary Anderson,K,42.146,2001-12-09,NFL,MIN,,TEN,W 42-24,12,13,Sun,6,6,100.0,,,,,,0,6,andergar02
Kris Brown,PK,24.351,2001-12-09,NFL,PIT,,NYJ,W 18-7,12,13,Sun,,1,0.0,4,6,66.7,,,0,12,brownkri01
John Carney,K,37.233,2001-12-09,NFL,NOR,@,ATL,W 28-10,12,13,Sun,4,4,100.0,,,,,,0,4,carnejoh01
Steve Christie,K,34.026,2001-12-09,NFL,SDG,@,PHI,L 14-24,13,13,Sun,2,2,100.0,,2,0.0,,,0,2,chrisste01
Brett Conway,K,26.276,2001-12-09,NFL,WAS,@,ARI,W 20-10,12,13,Sun,2,2,100.0,2,4,50.0,,,0,8,conwabre01
Jose Cortez,K,26.196,2001-12-09,NFL,SFO,@,STL,L 14-27,12,13,Sun,2,2,100.0,,,,,,0,2,cortejos01
Phil Dawson,PK,26.320,2001-12-09,NFL,CLE,@,NWE,L 16-27,12,13,Sun,1,1,100.0,3,3,100.0,,,0,10,dawsophi01
Paul Edinger,K,23.326,2001-12-09,NFL,CHI,@,GNB,L 7-17,12,13,Sun,1,1,100.0,,1,0.0,,,0,1,edingpau01
Jason Elam,K,31.276,2001-12-09,NFL,DEN,,SEA,W 20-7,13,13,Sun,2,2,100.0,2,2,100.0,,,0,8,elamxjas01
Jay Feely,K,25.200,2001-12-09,NFL,ATL,,NOR,L 10-28,12,13,Sun,1,1,100.0,1,2,50.0,,,0,4,feelyjay01
Shayne Graham,K,24.000,2001-12-09,NFL,BUF,,CAR,W 25-24,12,13,Sun,1,1,100.0,2,2,100.0,,,0,7,grahasha01
Bill Gramatica,K,23.152,2001-12-09,NFL,ARI,,WAS,L 10-20,12,13,Sun,1,1,100.0,1,2,50.0,,,0,4,gramabil01
Martin Gramatica,K,26.012,2001-12-09,NFL,TAM,,DET,W 15-12,12,13,Sun,1,1,100.0,,,,,,0,1,gramamar01
John Hall,K,27.267,2001-12-09,NFL,NYJ,@,PIT,L 7-18,12,13,Sun,1,1,100.0,,1,0.0,,,0,1,hallxjoh01
Jon Hilbert,K,26.147,2001-12-09,NFL,DAL,,NYG,W 20-13,12,13,Sun,2,2,100.0,2,3,66.7,,,0,8,hilbejon01
Mike Hollis,PK,29.201,2001-12-09,NFL,JAX,@,CIN,W 14-10,12,13,Sun,2,2,100.0,,1,0.0,,,0,2,hollimik01
Sebastian Janikowski,K,23.282,2001-12-09,NFL,OAK,,KAN,W 28-26,12,13,Sun,4,4,100.0,,,,,,0,4,janikseb01
John Kasay,K,32.043,2001-12-09,NFL,CAR,@,BUF,L 24-25,13,13,Sun,3,3,100.0,1,1,100.0,,,0,6,kasayjoh01
Rian Lindell,K,24.323,2001-12-09,NFL,SEA,@,DEN,L 7-20,12,13,Sun,1,1,100.0,,1,0.0,,,0,1,linderia01
Ryan Longwell,K,27.115,2001-12-09,NFL,GNB,,CHI,W 17-7,12,13,Sun,2,2,100.0,1,2,50.0,,,0,5,longwrya01
Joe Nedney,K,28.262,2001-12-09,NFL,TEN,@,MIN,L 24-42,12,13,Sun,3,3,100.0,1,1,100.0,,,0,6,nednejoe01
Todd Peterson,PK,31.308,2001-12-09,NFL,KAN,@,OAK,L 26-28,12,13,Sun,2,2,100.0,2,3,66.7,,,0,8,petertod01
Neil Rackers,PK,25.115,2001-12-09,NFL,CIN,,JAX,L 10-14,12,13,Sun,1,1,100.0,1,1,100.0,,,0,4,rackenei01
Adam Vinatieri,K,28.346,2001-12-09,NFL,NWE,,CLE,W 27-16,13,13,Sun,3,3,100.0,2,4,50.0,,,0,9,vinatada01
Jeff Wilkins,K,29.234,2001-12-09,NFL,STL,,SFO,W 27-14,12,13,Sun,3,3,100.0,2,2,100.0,,,0,9,wilkijef01
Olindo Mare,K,28.187,2001-12-10,NFL,MIA,,IND,W 41-6,12,13,Mon,5,6,83.3,,,,,,0,5,marexoli01
Morten Andersen*,K,41.118,2001-12-15,NFL,NYG,,ARI,W 17-13,13,14,Sat,2,2,100.0,1,1,100.0,,,0,5,andermor01
Bill Gramatica,K,23.158,2001-12-15,NFL,ARI,@,NYG,L 13-17,13,14,Sat,1,1,100.0,2,2,100.0,,,0,7,gramabil01
Sebastian Janikowski,K,23.288,2001-12-15,NFL,OAK,@,SDG,W 13-6,13,14,Sat,1,1,100.0,2,2,100.0,,,0,7,janikseb01
David Akers,K,27.007,2001-12-16,NFL,PHI,@,WAS,W 20-6,13,14,Sun,2,2,100.0,2,2,100.0,,,0,8,akersdav01
Gary Anderson,K,42.153,2001-12-16,NFL,MIN,@,DET,L 24-27,13,14,Sun,3,3,100.0,1,1,100.0,,,0,6,andergar02
Kris Brown,PK,24.358,2001-12-16,NFL,PIT,@,BAL,W 26-21,13,14,Sun,2,2,100.0,2,3,66.7,,,0,8,brownkri01
Jose Cortez,K,26.203,2001-12-16,NFL,SFO,,MIA,W 21-0,13,14,Sun,3,3,100.0,,1,0.0,,,0,3,cortejos01
Phil Dawson,PK,26.327,2001-12-16,NFL,CLE,,JAX,L 10-15,13,14,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Paul Edinger,K,23.333,2001-12-16,NFL,CHI,,TAM,W 27-3,13,14,Sun,3,3,100.0,2,2,100.0,,,0,9,edingpau01
Jason Elam,K,31.283,2001-12-16,NFL,DEN,@,KAN,L 23-26,14,14,Sun,2,2,100.0,3,4,75.0,,,0,11,elamxjas01
Jay Feely,K,25.207,2001-12-16,NFL,ATL,@,IND,L 27-41,13,14,Sun,3,3,100.0,2,2,100.0,,,0,9,feelyjay01
Jason Hanson,K,31.182,2001-12-16,NFL,DET,,MIN,W 27-24,13,14,Sun,3,3,100.0,2,2,100.0,,,0,9,hansojas01
Mike Hollis,PK,29.208,2001-12-16,NFL,JAX,@,CLE,W 15-10,13,14,Sun,,1,0.0,3,3,100.0,,,0,9,hollimik01
Rian Lindell,K,24.330,2001-12-16,NFL,SEA,,DAL,W 29-3,13,14,Sun,3,3,100.0,2,2,100.0,,,0,9,linderia01
Ryan Longwell,K,27.122,2001-12-16,NFL,GNB,@,TEN,L 20-26,13,14,Sun,2,2,100.0,2,2,100.0,,,0,8,longwrya01
Joe Nedney,K,28.269,2001-12-16,NFL,TEN,,GNB,W 26-20,13,14,Sun,1,1,100.0,1,2,50.0,,,0,4,nednejoe01
Todd Peterson,PK,31.315,2001-12-16,NFL,KAN,,DEN,W 26-23,13,14,Sun,2,2,100.0,4,6,66.7,,,0,14,petertod01
Neil Rackers,K,25.122,2001-12-16,NFL,CIN,@,NYJ,L 14-15,13,14,Sun,2,2,100.0,,,,,,0,2,rackenei01
Matt Stover,K,33.323,2001-12-16,NFL,BAL,,PIT,L 21-26,13,14,Sun,3,3,100.0,,1,0.0,,,0,3,stovemat01
Mike Vanderjagt,K,31.267,2001-12-16,NFL,IND,,ATL,W 41-27,13,14,Sun,5,5,100.0,2,2,100.0,,,0,11,vandemik01
John Carney,K,37.241,2001-12-17,NFL,NOR,,STL,L 21-34,13,14,Mon,3,3,100.0,,,,,,0,3,carnejoh01
Jeff Wilkins,K,29.242,2001-12-17,NFL,STL,@,NOR,W 34-21,13,14,Mon,4,4,100.0,2,2,100.0,,,0,10,wilkijef01
Jose Cortez,K,26.209,2001-12-22,NFL,SFO,,PHI,W 13-3,14,15,Sat,1,1,100.0,2,2,100.0,,,0,7,cortejos01
Sebastian Janikowski,K,23.295,2001-12-22,NFL,OAK,,TEN,L 10-13,14,15,Sat,1,1,100.0,1,4,25.0,,,0,4,janikseb01
Olindo Mare,K,28.199,2001-12-22,NFL,MIA,@,NWE,L 13-20,14,15,Sat,1,1,100.0,2,2,100.0,,,0,7,marexoli01
Joe Nedney,K,28.275,2001-12-22,NFL,TEN,@,OAK,W 13-10,14,15,Sat,1,1,100.0,2,2,100.0,,,0,7,nednejoe01
Adam Vinatieri,K,28.359,2001-12-22,NFL,NWE,,MIA,W 20-13,15,15,Sat,2,2,100.0,2,2,100.0,,,0,8,vinatada01
Morten Andersen*,K,41.126,2001-12-23,NFL,NYG,,SEA,W 27-24,14,15,Sun,3,3,100.0,2,2,100.0,,,0,9,andermor01
Kris Brown,PK,25.000,2001-12-23,NFL,PIT,,DET,W 47-14,14,15,Sun,5,6,83.3,2,4,50.0,,,0,11,brownkri01
John Carney,K,37.247,2001-12-23,NFL,NOR,@,TAM,L 21-48,14,15,Sun,3,3,100.0,,,,,,0,3,carnejoh01
Steve Christie,K,34.040,2001-12-23,NFL,SDG,@,KAN,L 17-20,15,15,Sun,2,2,100.0,1,1,100.0,,,0,5,chrisste01
Brett Conway,K,26.290,2001-12-23,NFL,WAS,,CHI,L 15-20,14,15,Sun,1,1,100.0,2,2,100.0,,,0,7,conwabre01
Phil Dawson,K,26.334,2001-12-23,NFL,CLE,@,GNB,L 7-30,14,15,Sun,1,1,100.0,,,,,,0,1,dawsophi01
Paul Edinger,K,23.340,2001-12-23,NFL,CHI,@,WAS,W 20-15,14,15,Sun,2,2,100.0,2,2,100.0,,,0,8,edingpau01
